,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
9327,Brooklyn,40.65826,-73.95036,Entire home/apt,107,3,2.34,284
20460,Queens,40.72236,-73.90195,Entire home/apt,150,7,1.73,69
27812,Manhattan,40.74455,-73.97296,Entire home/apt,200,30,0.0,342
20776,Manhattan,40.75503,-73.97131,Private room,399,1,1.23,176
3663,Brooklyn,40.66723,-73.98043,Entire home/apt,100,2,0.31,58
30158,Manhattan,40.72336,-74.00465,Entire home/apt,600,3,0.0,179
20291,Brooklyn,40.70266,-73.93413000000002,Private room,60,3,2.55,73
1340,Manhattan,40.79106,-73.95058,Shared room,45,2,1.5,313
16885,Brooklyn,40.64361,-73.90435,Entire home/apt,140,1,0.08,178
20581,Manhattan,40.76094000000001,-73.99778,Entire home/apt,499,30,0.0,185
16459,Manhattan,40.72433,-73.97688000000002,Private room,120,1,1.22,28
14362,Brooklyn,40.6929,-73.91681,Private room,32,3,1.62,90
21912,Manhattan,40.72873,-74.0034,Entire home/apt,459,30,0.0,293
23777,Brooklyn,40.6751,-73.953,Private room,71,2,3.38,223
14992,Brooklyn,40.71815,-73.94189,Entire home/apt,190,2,2.97,239
23995,Brooklyn,40.68194,-73.98033000000002,Private room,80,3,2.23,89
8654,Manhattan,40.77512,-73.95254,Private room,99,6,1.06,59
16762,Brooklyn,40.70447,-73.92589,Private room,70,4,0.14,363
14107,Manhattan,40.80641,-73.94114,Entire home/apt,237,3,2.18,89
213,Brooklyn,40.688,-73.9171,Entire home/apt,99,3,2.13,68
2709,Brooklyn,40.70874,-73.93818,Private room,60,30,0.28,190
15590,Queens,40.74652,-73.90738,Entire home/apt,289,4,0.91,271
10584,Brooklyn,40.69601,-73.97114,Entire home/apt,220,6,0.23,5
21358,Brooklyn,40.70956,-73.96552,Private room,90,2,5.37,78
25546,Manhattan,40.7211,-73.9893,Private room,135,1,0.0,162
30601,Brooklyn,40.64922,-73.96078,Shared room,20,1,0.0,363
12973,Manhattan,40.7248,-73.98774,Entire home/apt,150,5,0.08,5
26791,Manhattan,40.75436,-73.97254000000002,Entire home/apt,89,3,0.57,186
7570,Manhattan,40.74596,-73.98195,Entire home/apt,110,30,0.14,126
13517,Manhattan,40.76354,-73.99283,Entire home/apt,100,30,0.21,270
9910,Manhattan,40.80173,-73.96175,Entire home/apt,375,2,1.54,285
15877,Manhattan,40.74161,-73.99435,Entire home/apt,250,30,0.19,338
12718,Manhattan,40.80832,-73.95275,Private room,115,2,3.92,129
4241,Manhattan,40.83729,-73.94372,Entire home/apt,85,30,0.28,147
26562,Brooklyn,40.67882,-73.94941,Entire home/apt,120,2,0.0,40
24627,Manhattan,40.77041,-73.99242,Private room,150,2,0.0,88
25763,Queens,40.66377,-73.76785,Entire home/apt,100,2,4.23,353
20369,Manhattan,40.81295,-73.95304,Private room,60,3,4.1,5
15041,Brooklyn,40.66116,-73.90305,Entire home/apt,100,4,1.57,281
3284,Brooklyn,40.67926,-73.97711,Entire home/apt,160,1,8.14,269
28718,Brooklyn,40.7003,-73.9406,Shared room,35,30,0.0,320
4673,Manhattan,40.81608,-73.9397,Private room,65,1,0.52,1
22130,Manhattan,40.72646,-73.98686,Entire home/apt,260,2,0.32,28
25973,Brooklyn,40.69916,-73.91572,Private room,68,1,3.42,55
22072,Manhattan,40.82071,-73.95359,Shared room,34,1,2.33,4
3263,Bronx,40.81055,-73.92482,Private room,55,1,3.95,16
2059,Bronx,40.80011,-73.9133,Private room,60,21,0.28,178
12830,Brooklyn,40.7124,-73.96342,Entire home/apt,260,2,0.68,88
14555,Brooklyn,40.67721,-73.98444,Private room,129,1,0.36,364
27349,Bronx,40.85368,-73.90172,Private room,75,1,1.0,363
16610,Bronx,40.81011,-73.92166,Entire home/apt,125,3,4.34,253
24513,Brooklyn,40.67864,-73.91413,Private room,55,1,6.11,12
24994,Manhattan,40.7891,-73.94906,Entire home/apt,180,1,4.77,40
26509,Queens,40.60412,-73.75163,Private room,875,2,0.0,365
26766,Brooklyn,40.67436,-73.96704,Entire home/apt,250,4,5.29,92
20211,Manhattan,40.78857,-73.97072,Entire home/apt,295,3,2.16,77
11637,Manhattan,40.74563,-73.9759,Entire home/apt,219,30,0.07,362
29196,Brooklyn,40.68242,-73.95348,Shared room,90,3,0.0,38
24943,Bronx,40.89768,-73.87363,Entire home/apt,35,2,5.35,51
23458,Manhattan,40.71081,-74.00846,Entire home/apt,115,30,0.24,4
160,Brooklyn,40.71627,-73.9587,Entire home/apt,200,4,0.58,1
15312,Manhattan,40.77327,-73.97953000000003,Entire home/apt,175,3,1.3,42
15350,Brooklyn,40.68141,-73.92769,Private room,69,2,1.2,28
20355,Manhattan,40.81182,-73.94331,Entire home/apt,159,2,3.05,343
29202,Manhattan,40.76523,-73.98049,Private room,250,1,0.0,306
23260,Queens,40.70472,-73.74865,Entire home/apt,121,1,2.28,90
4117,Bronx,40.83719,-73.92015,Private room,85,1,0.18,342
4545,Brooklyn,40.72738,-73.94077,Entire home/apt,159,30,0.21,362
29631,Manhattan,40.80498,-73.9664,Private room,250,1,0.0,17
619,Manhattan,40.73168,-73.98662,Entire home/apt,139,30,0.6,314
13882,Queens,40.74371,-73.9109,Entire home/apt,150,3,4.59,200
17320,Brooklyn,40.66282,-73.95902,Entire home/apt,200,5,0.33,1
8903,Brooklyn,40.66047,-73.95445,Entire home/apt,175,6,0.13,12
17638,Manhattan,40.74441,-74.00385,Entire home/apt,350,7,0.43,207
12207,Manhattan,40.76199,-73.98758000000002,Private room,200,3,1.0,8
7170,Manhattan,40.82284,-73.94199,Private room,90,1,5.34,22
288,Brooklyn,40.69441,-73.99771,Entire home/apt,200,3,0.85,106
10472,Manhattan,40.73565,-73.98056,Entire home/apt,90,30,0.16,154
7824,Manhattan,40.76657,-73.98201,Entire home/apt,369,30,0.12,345
6954,Brooklyn,40.68818,-73.93826,Private room,40,1,0.12,365
4997,Manhattan,40.78302,-73.98057,Entire home/apt,100,14,0.13,205
15401,Brooklyn,40.68482,-73.93723,Private room,40,1,0.25,84
23904,Manhattan,40.70599,-74.01201,Entire home/apt,228,2,2.02,348
4528,Brooklyn,40.68557,-73.97073,Private room,45,21,0.27,48
16138,Manhattan,40.7464,-73.97986999999998,Entire home/apt,180,2,1.22,4
20826,Manhattan,40.75024000000001,-73.99686,Entire home/apt,189,1,0.86,2
7500,Manhattan,40.77327,-73.94981999999997,Private room,90,10,0.6,8
3539,Manhattan,40.72912,-74.00298000000002,Entire home/apt,265,4,0.36,334
13295,Manhattan,40.76093,-73.99103000000002,Private room,120,1,5.63,76
12921,Brooklyn,40.68198,-73.94086,Entire home/apt,160,2,5.6,123
27798,Manhattan,40.74459,-73.97436,Entire home/apt,600,4,4.69,167
13218,Queens,40.67801,-73.8459,Entire home/apt,110,2,2.22,295
23602,Manhattan,40.71947,-73.99723,Private room,120,3,0.7,10
17372,Manhattan,40.79598,-73.96255,Private room,98,2,4.25,242
19405,Queens,40.6675,-73.75245,Entire home/apt,185,2,2.9,146
1392,Brooklyn,40.69691,-73.96713000000003,Private room,36,1,0.1,83
21821,Queens,40.76605,-73.92425,Entire home/apt,250,14,0.32,341
5191,Brooklyn,40.677,-73.91677,Private room,78,3,2.17,158
18716,Manhattan,40.7525,-73.96683,Entire home/apt,200,30,0.0,339
8629,Manhattan,40.70713,-74.00793,Entire home/apt,196,3,0.52,29
26061,Queens,40.69115,-73.80617,Entire home/apt,350,1,3.42,358
14990,Queens,40.73679,-73.92560999999998,Private room,50,2,0.11,179
5687,Brooklyn,40.71534000000001,-73.96633,Entire home/apt,370,2,3.14,257
8339,Manhattan,40.72554,-73.98245,Entire home/apt,250,14,0.0,174
5270,Brooklyn,40.68447000000001,-73.9543,Entire home/apt,275,3,0.44,5
18458,Manhattan,40.76176,-73.98980999999998,Entire home/apt,700,4,1.63,134
25091,Brooklyn,40.68716,-73.94241,Private room,55,2,3.53,89
17654,Bronx,40.86113,-73.91511,Entire home/apt,100,5,0.08,11
2586,Manhattan,40.81968,-73.95353,Private room,93,2,2.23,7
10135,Brooklyn,40.67923,-73.96285999999998,Entire home/apt,139,1,6.64,257
20559,Queens,40.77671,-73.91283,Private room,75,7,1.6,40
19663,Queens,40.73894,-73.92288,Private room,65,2,2.8,355
22195,Brooklyn,40.68612,-73.95806,Private room,50,15,0.85,189
10388,Brooklyn,40.61426,-73.97746,Private room,65,3,0.26,40
11470,Manhattan,40.73581,-74.00666,Entire home/apt,185,4,0.81,22
29560,Queens,40.75283,-73.92504,Private room,375,2,0.0,356
7717,Manhattan,40.76078,-73.99864000000002,Entire home/apt,199,30,0.0,365
24924,Manhattan,40.7068,-74.00632,Entire home/apt,195,2,3.87,24
19058,Brooklyn,40.67982,-74.00038,Entire home/apt,185,2,2.42,17
13992,Brooklyn,40.66529,-73.88325999999998,Entire home/apt,85,2,0.15,151
23301,Queens,40.57518,-73.84558,Entire home/apt,97,2,2.0,52
28150,Brooklyn,40.68675,-73.90899999999998,Private room,60,1,3.0,178
2028,Brooklyn,40.72732,-73.94076,Entire home/apt,129,30,0.08,277
20676,Manhattan,40.70626,-74.00480999999998,Private room,147,1,1.62,177
1788,Brooklyn,40.67839,-73.96623000000002,Entire home/apt,155,4,1.68,297
7111,Brooklyn,40.62586,-73.98079,Entire home/apt,70,5,0.81,27
9044,Manhattan,40.73564,-74.00303000000002,Entire home/apt,300,1,4.39,172
15262,Brooklyn,40.71914,-73.96236999999998,Private room,44,6,0.23,5
30015,Queens,40.58947,-73.81435,Entire home/apt,150,1,5.0,79
15,Manhattan,40.79685,-73.94872,Entire home/apt,190,7,0.0,249
19949,Brooklyn,40.6752,-73.94829,Private room,80,1,2.73,11
14569,Brooklyn,40.65532,-73.91793,Private room,80,7,0.36,364
13696,Manhattan,40.75974,-73.98623,Private room,110,1,1.87,3
25071,Brooklyn,40.71362,-73.95343000000003,Private room,65,2,3.42,43
15058,Manhattan,40.75071,-74.00247,Private room,84,2,6.44,20
6017,Brooklyn,40.67115,-73.91620999999998,Private room,39,1,1.51,33
17309,Queens,40.76094000000001,-73.92949,Entire home/apt,189,1,3.52,324
21971,Manhattan,40.74697000000001,-73.98693,Entire home/apt,240,2,1.89,258
24152,Manhattan,40.78213,-73.94839,Private room,500,2,0.0,351
486,Brooklyn,40.68645,-73.97538,Private room,130,3,1.63,305
5094,Manhattan,40.73249000000001,-73.9887,Private room,200,30,0.16,365
28080,Manhattan,40.77242,-73.95452,Entire home/apt,279,3,5.0,138
3674,Queens,40.7525,-73.88592,Private room,200,30,0.0,88
30236,Queens,40.59291,-73.78708,Shared room,39,1,0.0,43
28448,Manhattan,40.7616,-73.98935999999998,Entire home/apt,700,4,2.0,130
16007,Brooklyn,40.64448,-73.96396999999997,Entire home/apt,100,4,1.25,328
1800,Brooklyn,40.65176,-73.93451999999998,Entire home/apt,95,3,1.42,333
2974,Brooklyn,40.71923,-73.95684,Entire home/apt,295,2,1.74,151
13813,Manhattan,40.74877,-73.97565,Entire home/apt,175,30,0.19,364
9184,Queens,40.72211,-73.90905,Entire home/apt,144,2,3.18,293
9219,Brooklyn,40.70468,-73.93681,Private room,51,6,0.22,358
5686,Manhattan,40.72118,-73.99575,Entire home/apt,300,4,0.09,89
15249,Queens,40.69807,-73.74432,Private room,50,5,0.0,96
29343,Manhattan,40.75518,-73.96306,Entire home/apt,190,30,0.0,365
19993,Brooklyn,40.68085,-73.94354,Entire home/apt,130,2,5.12,267
29470,Brooklyn,40.67612,-73.93722,Entire home/apt,300,2,1.0,58
15727,Brooklyn,40.66122,-73.88672,Private room,52,3,1.37,90
20639,Brooklyn,40.58056,-73.96313,Shared room,100,1,0.56,365
14618,Brooklyn,40.70152,-73.98406999999997,Entire home/apt,100,30,0.12,31
30161,Brooklyn,40.69242,-73.94133000000002,Private room,60,1,0.0,20
2111,Brooklyn,40.72887,-73.95163000000002,Private room,35,30,0.07,97
24521,Manhattan,40.74835,-73.97612,Entire home/apt,244,2,2.31,133
5954,Manhattan,40.74553,-73.97301999999998,Private room,100,6,0.14,25
6751,Queens,40.75697,-73.91847,Entire home/apt,130,3,0.89,331
7870,Brooklyn,40.68979,-73.94299000000002,Private room,54,2,0.03,319
4544,Brooklyn,40.66485,-73.98543000000002,Entire home/apt,160,1,2.23,253
22073,Manhattan,40.72336,-73.98465,Entire home/apt,443,1,4.75,293
5799,Brooklyn,40.67351,-73.89267,Entire home/apt,155,5,1.73,256
3434,Brooklyn,40.66827,-73.92509,Entire home/apt,75,1,2.27,174
11535,Brooklyn,40.63716,-73.88654,Entire home/apt,85,2,3.7,340
28268,Manhattan,40.80618,-73.94618,Entire home/apt,179,2,3.0,187
12866,Brooklyn,40.6859,-73.98959,Entire home/apt,150,1,0.34,158
4664,Manhattan,40.75702,-73.99458,Private room,95,7,0.14,335
8975,Queens,40.74671,-73.91636,Entire home/apt,199,1,0.2,365
8099,Brooklyn,40.69761,-73.92495,Entire home/apt,120,4,1.15,243
15701,Brooklyn,40.7186,-73.95997,Entire home/apt,160,2,0.56,157
18892,Brooklyn,40.69673,-73.92338000000002,Private room,55,1,5.87,149
17502,Manhattan,40.79788,-73.93265,Entire home/apt,160,7,0.0,278
13230,Brooklyn,40.69445,-73.93828,Private room,85,2,0.49,164
11100,Manhattan,40.76553,-73.98879000000002,Private room,118,2,0.63,24
27389,Queens,40.76108,-73.80736,Private room,32,1,1.76,285
17652,Brooklyn,40.68662,-73.95466,Entire home/apt,115,2,0.56,6
3502,Manhattan,40.73254,-74.00698,Entire home/apt,170,30,0.22,252
4335,Brooklyn,40.6881,-73.98699,Entire home/apt,500,6,0.53,89
18559,Manhattan,40.75243,-73.9654,Entire home/apt,699,3,0.74,206
12287,Queens,40.7683,-73.9331,Private room,50,1,1.5,175
3715,Brooklyn,40.68407,-73.95487,Entire home/apt,152,3,2.51,287
6142,Queens,40.76152,-73.92254,Private room,80,5,0.66,249
9792,Manhattan,40.77727,-73.98453,Entire home/apt,200,30,0.28,139
13784,Manhattan,40.7228,-73.99799,Private room,99,2,1.62,129
6592,Manhattan,40.75452,-73.96767,Entire home/apt,180,1,3.58,22
22988,Brooklyn,40.63936,-74.03164,Entire home/apt,99,5,2.0,4
22083,Manhattan,40.80017,-73.96882,Entire home/apt,115,3,1.34,315
6048,Manhattan,40.81959000000001,-73.9379,Private room,57,3,0.38,341
21037,Brooklyn,40.62221,-73.90975,Entire home/apt,49,3,2.64,164
18128,Queens,40.76538,-73.92726,Entire home/apt,150,2,3.84,121
27542,Manhattan,40.82509,-73.9522,Private room,75,1,2.55,90
21837,Manhattan,40.70492,-74.00678,Entire home/apt,289,30,0.0,341
990,Brooklyn,40.68232,-73.96500999999998,Entire home/apt,155,30,0.75,249
25982,Queens,40.74116,-73.86667,Shared room,24,1,1.52,346
21613,Manhattan,40.74741,-73.98732,Entire home/apt,227,3,2.44,321
6784,Brooklyn,40.63692,-73.99063000000002,Entire home/apt,300,2,2.06,297
27474,Manhattan,40.80526,-73.95522,Entire home/apt,195,1,7.5,33
13750,Manhattan,40.72391,-73.9975,Entire home/apt,695,3,0.0,1
15913,Manhattan,40.80076,-73.96236,Private room,105,2,2.38,300
30177,Queens,40.67189000000001,-73.78008,Private room,50,1,0.0,70
9804,Brooklyn,40.72342,-73.94838,Private room,99,2,1.13,89
9319,Manhattan,40.79224,-73.97408,Entire home/apt,250,30,0.0,358
12734,Manhattan,40.86801,-73.92371999999997,Entire home/apt,65,2,4.67,103
27819,Brooklyn,40.60753,-73.95389,Shared room,30,2,1.43,28
22261,Brooklyn,40.66019,-73.9413,Private room,55,1,3.52,42
26535,Brooklyn,40.67167,-73.94015,Entire home/apt,140,30,0.0,73
28022,Brooklyn,40.69636,-73.94638,Entire home/apt,160,7,0.0,56
26266,Manhattan,40.71655,-73.99224,Entire home/apt,200,1,2.31,11
4794,Brooklyn,40.68777,-73.94171,Entire home/apt,255,6,0.24,66
20159,Brooklyn,40.70813,-73.94707,Private room,55,10,0.14,48
4101,Manhattan,40.78604,-73.97363,Entire home/apt,260,2,0.98,16
29858,Manhattan,40.71968,-73.98453,Private room,120,1,0.0,352
11153,Brooklyn,40.70245,-73.9427,Private room,80,15,1.86,8
8592,Manhattan,40.76369,-73.98476,Entire home/apt,150,30,0.77,335
1658,Brooklyn,40.69935,-73.93713000000002,Private room,60,2,0.13,18
7953,Brooklyn,40.71742,-73.95777,Entire home/apt,325,4,0.49,6
28860,Manhattan,40.74244,-73.97872,Entire home/apt,600,2,1.0,226
474,Manhattan,40.71813,-73.98416,Entire home/apt,199,1,0.31,162
29848,Manhattan,40.73669,-74.001,Entire home/apt,300,2,1.0,28
14307,Queens,40.75456,-73.80417,Private room,48,1,2.19,39
1976,Brooklyn,40.72991,-73.95208000000002,Private room,45,4,0.21,88
2000,Brooklyn,40.68584,-73.9263,Private room,75,5,0.56,3
8290,Manhattan,40.74426,-73.98535,Entire home/apt,192,30,0.0,334
26745,Manhattan,40.76193,-73.95895,Entire home/apt,199,5,4.66,164
1123,Brooklyn,40.67635,-73.89124,Private room,35,3,0.16,2
3908,Brooklyn,40.65337,-73.91229,Entire home/apt,100,3,1.19,343
958,Queens,40.75578,-73.81948,Private room,55,1,5.53,332
27393,Brooklyn,40.69446,-73.94694,Entire home/apt,68,1,0.0,255
11168,Brooklyn,40.71018,-73.94858,Private room,78,1,2.01,345
2699,Brooklyn,40.68554,-73.99499,Entire home/apt,175,7,0.5,24
10343,Manhattan,40.74292,-73.99969,Entire home/apt,599,2,0.33,54
26799,Queens,40.77352,-73.92836,Entire home/apt,150,1,2.38,24
9198,Manhattan,40.72915,-74.00106,Private room,115,5,1.84,157
23243,Brooklyn,40.68937,-73.94291,Private room,50,2,2.46,5
15463,Manhattan,40.72073,-73.9929,Entire home/apt,280,3,0.0,87
6135,Manhattan,40.71879000000001,-73.99586,Entire home/apt,99,2,0.09,18
27828,Manhattan,40.70745,-74.00613,Entire home/apt,175,29,0.0,37
15451,Brooklyn,40.68613,-73.92815,Entire home/apt,105,1,4.08,307
20459,Brooklyn,40.69975,-73.92602,Entire home/apt,100,1,1.34,4
17053,Staten Island,40.54896,-74.14246,Private room,40,2,0.73,89
27738,Brooklyn,40.69118,-73.93476,Private room,68,1,3.13,16
24213,Manhattan,40.75449,-73.9677,Private room,250,1,0.0,268
12653,Queens,40.7558,-73.80953000000002,Entire home/apt,150,6,2.27,343
19232,Manhattan,40.7603,-73.98822,Private room,149,5,1.26,123
19542,Manhattan,40.85035,-73.9325,Entire home/apt,80,2,2.98,41
17056,Staten Island,40.54889,-74.14199,Private room,50,2,0.3,84
15258,Brooklyn,40.58195,-73.95789,Private room,30,1,3.97,193
24735,Brooklyn,40.69387,-73.91826,Private room,33,30,0.0,54
3501,Manhattan,40.82621,-73.94596,Private room,72,3,2.72,153
24809,Brooklyn,40.68151,-73.94781,Entire home/apt,117,3,3.9,308
8224,Bronx,40.86032,-73.88493000000003,Shared room,130,1,0.0,365
4890,Manhattan,40.84245,-73.93918000000002,Entire home/apt,140,30,0.17,312
15673,Brooklyn,40.71399,-73.95363,Entire home/apt,120,2,2.79,19
19085,Manhattan,40.76856,-73.95366999999997,Entire home/apt,150,10,0.29,17
20283,Brooklyn,40.71954,-73.94329,Private room,68,2,0.61,4
15971,Manhattan,40.82733,-73.94937,Entire home/apt,245,3,1.74,272
14819,Manhattan,40.82393,-73.93947,Private room,55,7,0.0,35
23968,Manhattan,40.71683,-74.00574,Private room,225,1,0.27,66
9181,Brooklyn,40.71358,-73.95429,Entire home/apt,180,4,2.72,326
16045,Manhattan,40.7813,-73.94675,Entire home/apt,162,30,0.0,327
25086,Manhattan,40.71948,-73.99603,Entire home/apt,350,3,0.0,90
6437,Manhattan,40.83013,-73.94112,Private room,65,3,0.39,280
20765,Brooklyn,40.68911,-73.86922,Entire home/apt,60,2,3.18,289
9175,Brooklyn,40.67324,-73.88292,Private room,60,2,1.07,357
12772,Bronx,40.85306,-73.78948000000003,Entire home/apt,85,2,1.76,168
879,Manhattan,40.71668,-73.99073,Entire home/apt,150,2,1.92,231
20479,Brooklyn,40.71416,-73.96191,Entire home/apt,249,2,4.38,46
11896,Brooklyn,40.71463,-73.95501,Entire home/apt,200,2,1.25,8
11573,Brooklyn,40.68815,-73.91032,Entire home/apt,120,2,2.78,270
18867,Manhattan,40.74554000000001,-74.00595,Entire home/apt,150,2,0.82,3
29368,Manhattan,40.76139000000001,-73.9625,Entire home/apt,200,30,0.0,365
3888,Queens,40.74853,-73.95068,Entire home/apt,190,1,0.6,182
8844,Queens,40.70975,-73.73347,Private room,85,1,0.14,89
20201,Queens,40.76538,-73.91168,Private room,105,1,0.23,359
25018,Brooklyn,40.71395,-73.94022,Private room,65,1,1.15,124
2369,Manhattan,40.74793,-74.00690999999998,Private room,84,2,2.13,311
30343,Brooklyn,40.60853,-73.96044,Private room,38,12,0.0,156
1840,Brooklyn,40.7149,-73.93983,Private room,135,4,0.17,365
704,Brooklyn,40.68625,-73.96446,Private room,180,3,0.18,266
24629,Manhattan,40.75378,-73.9955,Private room,99,7,1.69,318
1728,Manhattan,40.72271,-73.98478,Entire home/apt,199,3,0.63,330
12569,Brooklyn,40.68776,-73.95379,Entire home/apt,60,3,0.65,5
7183,Brooklyn,40.69507,-73.94332,Entire home/apt,125,2,4.76,276
15918,Manhattan,40.75129,-73.99561,Entire home/apt,185,2,2.02,47
9880,Manhattan,40.80242,-73.94215,Private room,1500,4,0.18,188
23038,Brooklyn,40.7131,-73.96004,Private room,70,3,0.0,188
2277,Brooklyn,40.69169,-73.9603,Entire home/apt,175,2,1.31,287
13164,Brooklyn,40.60954,-73.95966,Entire home/apt,78,4,0.67,82
13177,Queens,40.74247,-73.88949000000002,Private room,55,1,2.66,57
28525,Brooklyn,40.68805,-73.95954,Private room,125,3,1.0,365
24292,Brooklyn,40.70857,-73.95258000000003,Entire home/apt,110,6,0.98,25
8836,Queens,40.7532,-73.87731,Entire home/apt,125,3,0.35,274
9717,Brooklyn,40.67502,-73.89004,Entire home/apt,85,3,0.97,356
21039,Manhattan,40.82431,-73.94291,Entire home/apt,202,3,1.1,88
11023,Brooklyn,40.6932,-73.95519,Private room,900,1,0.03,89
16890,Brooklyn,40.68296,-73.9358,Private room,95,2,0.22,11
23426,Brooklyn,40.63028,-73.90120999999998,Entire home/apt,110,2,0.0,353
9016,Manhattan,40.75337,-73.99058000000002,Entire home/apt,156,30,0.09,189
5293,Brooklyn,40.67837,-73.95517,Entire home/apt,150,3,4.36,238
4609,Manhattan,40.82249,-73.94479,Entire home/apt,825,5,0.59,290
10374,Manhattan,40.74694,-73.99728,Entire home/apt,181,1,5.08,173
30627,Queens,40.74387,-73.82556,Private room,68,3,0.0,362
15001,Queens,40.73269000000001,-73.8584,Entire home/apt,81,4,0.32,6
8678,Brooklyn,40.62978,-73.96207,Entire home/apt,70,6,2.12,3
4155,Brooklyn,40.69549,-73.97144,Entire home/apt,80,30,0.11,187
24570,Manhattan,40.78365,-73.94723,Private room,80,3,2.4,50
30052,Manhattan,40.82808,-73.94126,Private room,45,3,0.0,10
6186,Queens,40.76258,-73.92141,Private room,70,3,0.02,36
28120,Manhattan,40.74221,-73.97997,Entire home/apt,100,25,0.0,54
18606,Manhattan,40.75983,-73.99119,Private room,115,1,7.34,230
20905,Staten Island,40.62692,-74.1299,Entire home/apt,109,3,4.44,121
21326,Manhattan,40.76203,-73.99353,Entire home/apt,600,3,0.0,17
3308,Manhattan,40.86176,-73.93082,Private room,80,2,0.83,6
10510,Manhattan,40.86269,-73.9222,Private room,80,3,0.28,58
12277,Manhattan,40.74619000000001,-74.00559,Entire home/apt,149,30,0.08,364
3327,Brooklyn,40.65732,-73.95991,Private room,85,2,1.56,264
25189,Manhattan,40.73753,-74.00882,Entire home/apt,595,2,2.28,80
29735,Manhattan,40.84251,-73.94105,Private room,52,1,0.0,33
10944,Queens,40.76814,-73.89573,Entire home/apt,47,11,0.9,212
4572,Manhattan,40.80917,-73.95405,Entire home/apt,250,3,2.07,266
3753,Brooklyn,40.63146,-73.96486,Entire home/apt,85,3,0.21,97
1482,Brooklyn,40.64388,-73.95279000000002,Private room,38,3,0.93,283
19357,Bronx,40.80644,-73.8518,Private room,48,2,3.21,47
27908,Manhattan,40.76424,-73.98916,Shared room,69,1,6.32,357
1997,Brooklyn,40.71406,-73.94965,Private room,70,10,0.0,365
22979,Bronx,40.81712,-73.9209,Private room,100,1,1.05,150
1141,Brooklyn,40.69128,-73.93653,Entire home/apt,85,4,2.89,1
24919,Manhattan,40.73223,-73.98134,Entire home/apt,279,2,7.22,229
11879,Brooklyn,40.67696,-73.96669,Entire home/apt,165,2,3.73,146
18697,Manhattan,40.74295,-73.97176999999998,Entire home/apt,187,29,0.0,323
26218,Queens,40.70391,-73.91153,Private room,75,1,5.83,88
3040,Brooklyn,40.71756,-73.95579000000002,Entire home/apt,165,8,0.38,297
14627,Manhattan,40.75893,-73.9636,Entire home/apt,200,1,4.03,268
28885,Brooklyn,40.6524,-73.96314,Private room,59,1,1.0,24
2393,Queens,40.76425,-73.90489000000002,Private room,79,1,2.68,313
25145,Manhattan,40.7852,-73.9714,Private room,111,2,2.58,344
2859,Manhattan,40.72816,-73.98035,Entire home/apt,160,10,0.28,281
2765,Manhattan,40.72598,-73.97778000000002,Private room,84,1,2.86,59
18658,Queens,40.73717,-73.80847,Private room,30,1,1.46,153
10824,Brooklyn,40.6862,-73.98906,Entire home/apt,220,2,0.66,167
14481,Manhattan,40.83734000000001,-73.94506,Entire home/apt,120,2,0.07,210
12481,Brooklyn,40.69971,-73.93729,Entire home/apt,162,2,1.92,19
5763,Brooklyn,40.66026,-73.93992,Private room,65,2,1.57,170
22911,Manhattan,40.75376,-73.96669,Entire home/apt,350,3,1.86,207
17481,Brooklyn,40.68566,-73.90909,Private room,70,5,1.96,64
25012,Manhattan,40.74079,-73.9775,Entire home/apt,263,30,0.0,332
17871,Brooklyn,40.71111,-73.94736,Private room,70,3,0.88,9
7297,Manhattan,40.75279000000001,-73.97251,Entire home/apt,129,30,0.11,328
20863,Brooklyn,40.71304,-73.96238000000002,Private room,102,1,5.81,20
18375,Brooklyn,40.69183,-73.94185,Private room,65,7,0.0,105
2677,Brooklyn,40.7272,-73.94176,Entire home/apt,149,30,0.03,337
13633,Queens,40.76462,-73.9319,Private room,35,1,1.37,95
20960,Manhattan,40.8043,-73.96342,Private room,75,1,4.72,10
6047,Brooklyn,40.67835,-73.97074,Entire home/apt,125,2,2.83,105
5339,Brooklyn,40.68175,-73.91144,Entire home/apt,90,2,3.65,190
1209,Brooklyn,40.57728,-73.95362,Entire home/apt,73,30,0.26,251
6785,Manhattan,40.76601,-73.97789,Entire home/apt,170,30,0.04,332
28778,Queens,40.75558,-73.89316,Entire home/apt,200,2,4.0,365
22355,Bronx,40.85055,-73.90189000000002,Entire home/apt,69,2,3.66,92
8108,Manhattan,40.75094,-73.99748000000002,Private room,75,2,2.99,37
2858,Brooklyn,40.67909,-73.99600000000002,Private room,150,4,0.0,257
30584,Brooklyn,40.66921,-73.93521,Private room,59,2,0.0,16
20282,Bronx,40.85765,-73.90351,Private room,48,2,2.0,34
7774,Brooklyn,40.66801,-73.98773,Private room,89,1,2.56,269
30547,Brooklyn,40.69608,-73.9121,Entire home/apt,119,2,0.0,5
17437,Brooklyn,40.63961,-73.93281,Entire home/apt,125,2,4.22,332
7358,Manhattan,40.82561,-73.9446,Private room,50,3,2.57,209
11858,Manhattan,40.76547,-73.98216,Entire home/apt,199,30,0.0,189
23737,Manhattan,40.71208,-73.9941,Private room,93,1,5.53,359
8123,Brooklyn,40.66548,-73.98196,Entire home/apt,135,3,3.84,91
15551,Manhattan,40.7841,-73.97468,Entire home/apt,125,30,0.34,220
