,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
43570,Manhattan,40.81824,-73.93919,Private room,85,2,1,0.42,2,77
23496,Queens,40.70388,-73.88011999999999,Entire home/apt,100,2,117,5.33,1,3
15382,Brooklyn,40.64345,-73.98015,Private room,45,1,103,2.68,11,0
24470,Brooklyn,40.71379,-73.94635,Entire home/apt,200,3,22,0.9,1,0
10243,Manhattan,40.72113,-73.99465,Private room,59,2,10,0.21,2,0
9231,Manhattan,40.73489,-74.00182,Entire home/apt,220,1,84,1.75,1,6
17922,Manhattan,40.81103,-73.9398,Private room,165,30,9,0.25,1,88
38548,Queens,40.76194,-73.91255,Private room,89,2,15,2.07,3,13
4387,Brooklyn,40.68975,-73.96724,Private room,179,1,8,0.13,11,365
33034,Brooklyn,40.67621,-73.95052,Entire home/apt,99,3,3,0.26,1,0
38341,Manhattan,40.75714,-73.96748000000001,Private room,90,1,42,5.68,1,45
3798,Manhattan,40.735209999999995,-74.00089,Private room,100,5,8,0.26,1,0
1473,Queens,40.699220000000004,-73.90026999999999,Private room,69,1,30,0.4,1,0
22943,Brooklyn,40.63693,-73.92241999999999,Entire home/apt,105,2,108,4.18,1,320
36680,Manhattan,40.73288,-73.98250999999999,Private room,59,5,18,2.01,2,5
27987,Brooklyn,40.70152,-73.98406999999999,Entire home/apt,100,30,2,0.12,1,31
42855,Brooklyn,40.686890000000005,-73.93344,Private room,45,2,7,2.41,1,82
45212,Brooklyn,40.71512,-73.95093,Private room,88,1,1,0.59,1,0
15937,Manhattan,40.72472,-73.98665,Entire home/apt,128,1,28,0.79,2,178
39963,Brooklyn,40.70646,-73.94169000000001,Entire home/apt,189,6,2,0.45,3,242
621,Brooklyn,40.66414,-73.98574,Entire home/apt,300,1,40,0.44,1,0
35495,Brooklyn,40.651309999999995,-73.96307,Private room,70,1,31,3.0,2,51
32718,Manhattan,40.81118,-73.94230999999999,Private room,56,30,4,0.37,103,244
11691,Brooklyn,40.66255,-73.983,Private room,70,6,9,0.21,1,0
2295,Manhattan,40.73708,-73.98455,Entire home/apt,250,4,23,0.31,1,11
43562,Manhattan,40.80004,-73.96838000000001,Private room,89,1,9,3.42,2,52
19745,Queens,40.688190000000006,-73.86079000000001,Private room,45,4,22,0.68,2,266
3653,Manhattan,40.840579999999996,-73.93885,Entire home/apt,80,5,81,1.26,1,315
31184,Manhattan,40.72741,-74.0088,Private room,150,1,61,4.11,1,8
2529,Brooklyn,40.68809,-73.97578,Private room,175,2,5,0.13,2,334
47234,Manhattan,40.70567,-74.00565999999999,Entire home/apt,265,1,2,2.0,1,246
34912,Brooklyn,40.71582,-73.94191,Entire home/apt,172,3,32,3.12,3,78
20763,Manhattan,40.820029999999996,-73.95194000000001,Entire home/apt,100,2,68,2.33,1,9
30157,Manhattan,40.79701,-73.96933,Private room,93,1,27,1.69,3,190
40228,Brooklyn,40.66644,-73.94665,Entire home/apt,130,2,10,1.95,2,96
21741,Brooklyn,40.71499,-73.94634,Private room,65,1,14,0.49,1,0
48392,Manhattan,40.80658,-73.95736,Private room,138,3,1,1.0,2,65
9116,Manhattan,40.80016,-73.96448000000001,Private room,139,2,24,0.5,1,20
46251,Manhattan,40.819790000000005,-73.95297,Private room,55,7,3,2.81,2,182
697,Brooklyn,40.673790000000004,-73.98454,Entire home/apt,139,3,135,1.45,1,204
19464,Manhattan,40.71546,-73.98907,Private room,120,6,3,0.09,1,0
46876,Brooklyn,40.70599,-73.94816999999999,Entire home/apt,299,3,3,3.0,1,195
39540,Manhattan,40.774229999999996,-73.96561,Entire home/apt,199,2,1,0.42,1,50
32486,Manhattan,40.76464,-73.99006,Shared room,69,1,52,3.86,8,205
33454,Queens,40.7456,-73.94366,Entire home/apt,180,1,7,0.61,2,0
36228,Manhattan,40.73596,-73.99614,Private room,120,30,3,0.37,3,119
40921,Brooklyn,40.73392,-73.95203000000001,Private room,65,1,3,0.55,2,0
10815,Brooklyn,40.65309,-73.95523,Private room,62,1,73,1.58,1,334
10082,Brooklyn,40.68658,-73.9891,Entire home/apt,180,2,17,0.36,1,0
15760,Brooklyn,40.71403,-73.96171,Private room,70,1,9,0.24,3,0
33573,Manhattan,40.80455,-73.95429,Entire home/apt,120,2,16,1.32,1,0
21040,Manhattan,40.80767,-73.95127,Entire home/apt,220,3,56,2.01,1,256
12308,Brooklyn,40.70766,-73.94739,Private room,60,3,6,0.14,2,188
3972,Brooklyn,40.71492,-73.94124000000001,Private room,110,4,66,1.04,1,323
6848,Manhattan,40.821909999999995,-73.95736,Entire home/apt,109,14,3,0.05,3,0
23658,Manhattan,40.717690000000005,-73.99854,Entire home/apt,236,2,55,2.24,1,314
5455,Manhattan,40.7948,-73.93457,Entire home/apt,264,3,38,0.65,3,0
2570,Manhattan,40.73896,-74.00522,Entire home/apt,175,4,5,0.07,1,0
997,Manhattan,40.7453,-73.99056,Private room,145,3,165,1.88,2,181
3242,Brooklyn,40.734190000000005,-73.95493,Entire home/apt,140,7,1,0.03,1,0
809,Brooklyn,40.68128,-73.99521999999999,Entire home/apt,275,31,121,1.33,1,305
7349,Manhattan,40.78026,-73.9529,Entire home/apt,110,30,1,0.02,1,188
21945,Queens,40.741170000000004,-73.94904,Private room,75,5,17,0.61,1,112
2626,Brooklyn,40.68732,-73.93004,Private room,67,7,2,1.0,1,14
29368,Manhattan,40.7211,-73.99320999999999,Entire home/apt,180,30,2,0.16,9,151
17769,Manhattan,40.81922,-73.95276,Private room,69,2,121,3.44,3,65
16697,Brooklyn,40.72552,-73.94489,Entire home/apt,114,2,3,0.08,1,0
26992,Manhattan,40.802459999999996,-73.96741,Private room,72,3,1,0.05,1,0
8599,Brooklyn,40.67711,-73.99577,Private room,158,2,3,0.06,2,0
10360,Brooklyn,40.71268,-73.96676,Private room,105,2,232,5.0,3,64
4465,Queens,40.74902,-73.94066,Private room,70,3,145,2.33,1,32
15413,Manhattan,40.79772,-73.9626,Entire home/apt,120,3,11,0.32,1,0
4151,Brooklyn,40.6821,-73.91632,Private room,45,2,53,0.83,1,365
36478,Manhattan,40.72165,-73.98695,Entire home/apt,175,2,11,1.2,2,6
43624,Queens,40.6752,-73.8552,Entire home/apt,100,1,15,5.84,1,326
47600,Brooklyn,40.67822,-73.90938,Private room,50,5,1,1.0,1,32
25852,Manhattan,40.799820000000004,-73.96058000000001,Entire home/apt,135,2,1,0.04,1,0
3368,Manhattan,40.863170000000004,-73.92873,Entire home/apt,115,1,78,1.81,1,93
16771,Queens,40.69628,-73.85255,Private room,45,1,141,3.77,4,287
3103,Manhattan,40.735440000000004,-73.97465,Private room,118,5,51,0.76,1,201
43609,Brooklyn,40.70621,-73.93663000000001,Private room,70,2,18,6.67,1,205
11940,Brooklyn,40.68423,-73.98996,Entire home/apt,134,2,2,0.05,2,0
39942,Manhattan,40.76676,-73.98953,Entire home/apt,200,6,2,1.43,1,11
6514,Manhattan,40.745779999999996,-73.98076,Entire home/apt,130,1,3,0.08,2,0
19554,Manhattan,40.76195,-73.97148,Entire home/apt,210,1,202,6.4,3,211
2972,Brooklyn,40.67394,-73.92399999999999,Entire home/apt,120,2,92,1.37,1,311
9268,Queens,40.76623,-73.91901999999999,Entire home/apt,80,5,17,0.35,1,12
17251,Manhattan,40.8085,-73.94113,Private room,75,14,4,0.11,2,184
18537,Brooklyn,40.67228,-73.92707,Entire home/apt,250,4,61,1.89,1,324
32632,Manhattan,40.76361,-73.98992,Shared room,69,1,81,6.09,8,192
19447,Brooklyn,40.70012,-73.93775,Private room,74,3,16,0.48,2,131
7916,Manhattan,40.77684,-73.97979000000001,Entire home/apt,175,5,2,0.04,1,0
7947,Brooklyn,40.6566,-73.96148000000001,Entire home/apt,60,5,9,0.19,1,0
7858,Manhattan,40.72753,-73.98749000000001,Private room,250,1,1,0.02,1,0
19162,Manhattan,40.72195,-73.98698,Entire home/apt,214,2,15,0.48,1,17
34839,Brooklyn,40.71295,-73.94459,Entire home/apt,180,3,22,1.98,1,98
34072,Manhattan,40.82226,-73.95569,Private room,62,1,68,5.86,3,310
34906,Brooklyn,40.71727,-73.94821,Entire home/apt,150,3,6,0.61,1,0
20121,Brooklyn,40.716029999999996,-73.96426,Entire home/apt,180,4,63,2.02,1,1
19786,Queens,40.759570000000004,-73.82206,Entire home/apt,85,1,68,2.13,1,0
33032,Brooklyn,40.68423,-73.9149,Private room,41,21,1,0.11,2,155
40604,Brooklyn,40.70505,-73.934,Private room,50,4,2,0.42,1,12
22272,Manhattan,40.71456,-73.99077,Private room,95,14,3,0.11,1,28
16883,Brooklyn,40.70475,-73.93663000000001,Private room,62,2,5,0.13,1,0
17724,Manhattan,40.80403,-73.95125,Entire home/apt,160,30,122,3.52,1,179
9305,Manhattan,40.7982,-73.96931,Entire home/apt,187,3,1,0.02,1,0
44078,Brooklyn,40.657990000000005,-73.91595,Private room,57,4,7,2.84,1,35
35445,Manhattan,40.80656,-73.93709,Private room,80,2,1,1.0,3,181
24211,Manhattan,40.78603,-73.95015,Private room,165,1,4,0.18,1,179
27177,Brooklyn,40.69242,-73.90441,Private room,60,30,5,0.24,1,141
19175,Manhattan,40.83014,-73.94655999999999,Private room,59,3,49,1.51,2,203
9691,Brooklyn,40.7138,-73.96798000000001,Private room,100,1,12,0.26,1,89
42250,Bronx,40.83647,-73.83491,Private room,65,2,5,1.9,5,183
17483,Manhattan,40.7282,-73.98001,Private room,75,1,159,4.34,1,84
43319,Brooklyn,40.66002,-73.94363,Entire home/apt,150,2,8,7.27,1,30
11819,Brooklyn,40.676520000000004,-73.99682,Entire home/apt,132,1,1,0.02,1,0
46582,Manhattan,40.72247,-73.98838,Entire home/apt,185,3,1,1.0,1,1
34786,Manhattan,40.73995,-73.98401,Entire home/apt,150,15,1,0.1,1,5
14657,Brooklyn,40.69287,-73.94266,Private room,50,1,192,4.72,4,189
8426,Manhattan,40.82373,-73.95144,Private room,50,1,37,0.74,1,0
17555,Brooklyn,40.70875,-73.9467,Entire home/apt,250,4,10,0.27,1,0
33698,Queens,40.56605,-73.86994,Private room,195,1,4,0.35,2,160
31911,Manhattan,40.80793,-73.95127,Entire home/apt,225,2,3,0.24,1,6
15429,Manhattan,40.79505,-73.94360999999999,Entire home/apt,220,2,140,3.6,3,341
21290,Brooklyn,40.62158,-74.02394,Entire home/apt,175,2,35,1.17,1,325
100,Manhattan,40.822790000000005,-73.95139,Private room,60,3,11,0.87,3,219
6260,Manhattan,40.72058,-73.98674,Entire home/apt,239,3,145,2.63,1,1
39048,Manhattan,40.79283,-73.975,Entire home/apt,180,3,6,1.28,1,0
27729,Brooklyn,40.681090000000005,-73.96904,Entire home/apt,195,3,47,2.44,1,0
38155,Manhattan,40.70845,-74.01037,Private room,209,7,1,0.16,13,358
24346,Manhattan,40.81232,-73.94112,Private room,45,7,1,0.06,1,17
11414,Brooklyn,40.722159999999995,-73.94255,Entire home/apt,129,3,93,2.1,1,0
33919,Brooklyn,40.68237,-73.87291,Entire home/apt,80,5,22,1.93,3,60
408,Brooklyn,40.650999999999996,-73.94886,Private room,50,2,263,2.69,2,136
10402,Brooklyn,40.70335,-73.92891,Private room,70,2,1,0.02,1,0
21879,Queens,40.68638,-73.79007,Private room,65,1,347,13.48,3,159
37803,Brooklyn,40.63642,-73.89532,Private room,50,1,6,0.77,2,281
9127,Queens,40.724000000000004,-73.84962,Private room,75,3,1,0.02,1,0
30789,Manhattan,40.800959999999996,-73.9542,Private room,65,6,12,0.75,2,8
2166,Brooklyn,40.673190000000005,-73.95987,Entire home/apt,120,28,1,0.02,2,280
14879,Manhattan,40.77189,-73.9554,Private room,122,9,12,0.32,3,160
32709,Brooklyn,40.68464,-73.97094,Private room,75,3,9,0.75,1,7
17427,Brooklyn,40.637229999999995,-73.90854,Entire home/apt,80,1,104,2.86,1,97
20324,Brooklyn,40.651579999999996,-73.96428,Private room,90,1,2,0.09,2,0
9963,Manhattan,40.81541,-73.94149,Entire home/apt,130,5,12,0.25,1,0
4931,Brooklyn,40.703990000000005,-73.92813000000001,Private room,96,1,332,5.57,2,355
47705,Brooklyn,40.67568,-74.00997,Entire home/apt,125,2,1,1.0,2,325
39604,Brooklyn,40.660270000000004,-73.95376,Entire home/apt,100,25,1,0.27,1,5
33426,Queens,40.75286,-73.93539,Entire home/apt,71,3,32,2.73,1,77
29892,Manhattan,40.72957,-73.98724,Entire home/apt,150,2,6,0.35,1,0
20471,Manhattan,40.72954,-73.98303,Private room,85,2,57,2.36,1,56
46120,Brooklyn,40.67653,-73.93556,Private room,55,2,3,3.0,3,174
5004,Manhattan,40.72974,-73.98371999999999,Entire home/apt,160,2,5,0.08,1,0
41951,Brooklyn,40.669470000000004,-73.95593000000001,Entire home/apt,90,3,20,4.96,1,2
38035,Manhattan,40.741640000000004,-73.99656,Entire home/apt,250,3,18,3.44,1,51
29045,Brooklyn,40.68804,-73.91493,Private room,75,2,46,2.65,10,360
12185,Brooklyn,40.68817,-73.91257,Private room,49,2,213,4.9,2,30
13325,Brooklyn,40.7167,-73.96327,Private room,89,1,96,2.24,3,237
4619,Manhattan,40.82075,-73.9379,Private room,52,7,17,0.28,8,17
46185,Queens,40.66635,-73.85258,Private room,49,1,3,2.14,4,329
20226,Manhattan,40.74,-73.97936,Entire home/apt,142,30,9,0.3,91,342
568,Brooklyn,40.67688,-73.9859,Entire home/apt,100,7,9,0.1,1,0
1992,Manhattan,40.81368,-73.95942,Entire home/apt,108,30,5,0.07,1,230
36114,Brooklyn,40.64349,-74.02346999999999,Entire home/apt,80,14,2,0.24,1,184
29230,Brooklyn,40.69,-73.91885,Entire home/apt,65,2,1,0.05,1,0
36107,Brooklyn,40.72891,-73.95345,Entire home/apt,225,2,37,3.84,1,229
18029,Manhattan,40.74062,-73.99824,Entire home/apt,155,2,29,0.83,1,8
29692,Manhattan,40.715270000000004,-73.9898,Private room,69,8,6,0.37,2,334
19233,Manhattan,40.706509999999994,-74.00656,Entire home/apt,199,2,1,0.03,1,0
32192,Brooklyn,40.72613,-73.95676,Private room,99,1,41,2.96,7,54
15604,Manhattan,40.73764,-74.00146,Entire home/apt,250,2,1,0.03,1,0
18644,Queens,40.69621,-73.84532,Private room,67,2,8,0.23,2,337
26031,Bronx,40.841840000000005,-73.92535,Private room,42,2,92,4.11,5,311
31040,Brooklyn,40.67695,-73.95554,Entire home/apt,150,21,1,0.06,1,0
20323,Brooklyn,40.7152,-73.9623,Entire home/apt,230,31,2,0.06,1,0
5269,Manhattan,40.76867,-73.98541,Entire home/apt,87,30,6,0.11,52,365
36665,Queens,40.768359999999994,-73.91506,Private room,87,2,20,3.24,1,282
16963,Brooklyn,40.64328,-73.97506,Entire home/apt,85,7,1,0.03,1,0
16212,Brooklyn,40.6904,-73.97285,Entire home/apt,140,3,2,0.05,1,0
37550,Brooklyn,40.655809999999995,-73.95732,Entire home/apt,85,3,12,1.6,1,263
25853,Manhattan,40.76506,-73.98567,Private room,70,3,6,0.41,6,225
6617,Manhattan,40.77871,-73.97733000000001,Entire home/apt,250,2,23,0.48,1,0
8324,Brooklyn,40.69385,-73.9481,Entire home/apt,80,1,93,2.0,2,0
20441,Brooklyn,40.712579999999996,-73.95976,Private room,150,3,43,1.41,2,67
11536,Brooklyn,40.68699,-73.9639,Entire home/apt,120,3,88,2.04,1,49
20331,Queens,40.75418,-73.88586,Private room,250,2,14,0.51,1,1
13907,Manhattan,40.782709999999994,-73.9451,Entire home/apt,300,31,1,0.04,1,358
29623,Brooklyn,40.63762,-73.91004000000001,Entire home/apt,95,3,4,0.23,2,108
22250,Queens,40.752359999999996,-73.89171999999999,Private room,70,3,23,0.85,1,177
8330,Brooklyn,40.70609,-73.95331999999999,Private room,120,1,3,0.08,1,0
14516,Brooklyn,40.71004,-73.95644,Private room,50,1,2,0.07,1,0
6285,Brooklyn,40.725570000000005,-73.95243,Private room,95,1,7,0.14,1,0
30431,Brooklyn,40.6439,-73.96866,Private room,68,2,69,4.26,6,196
46023,Manhattan,40.76424,-73.98916,Shared room,69,1,8,6.32,7,357
42397,Brooklyn,40.70235,-73.92891999999999,Private room,50,3,1,0.88,1,0
28762,Manhattan,40.72652,-73.98966,Entire home/apt,250,2,29,1.58,1,38
38511,Brooklyn,40.6772,-73.94442,Private room,60,2,18,3.38,1,0
27413,Brooklyn,40.683440000000004,-73.95329,Private room,50,2,2,0.1,2,0
14825,Brooklyn,40.721379999999996,-73.95756999999999,Entire home/apt,200,30,45,1.27,1,310
1510,Manhattan,40.75286,-74.00161999999999,Entire home/apt,199,6,40,0.5,1,0
16254,Queens,40.75266,-73.90335999999999,Private room,70,5,9,0.29,2,138
10304,Queens,40.75837,-73.91386999999999,Entire home/apt,100,30,61,1.39,3,224
30952,Manhattan,40.81312,-73.95364000000001,Private room,65,1,11,0.71,4,365
27097,Brooklyn,40.692840000000004,-73.94418,Private room,65,3,40,1.99,3,70
24718,Brooklyn,40.64242,-73.98138,Private room,45,1,22,0.96,11,7
18828,Manhattan,40.76021,-73.99969,Entire home/apt,199,30,2,0.08,121,365
13649,Queens,40.65108,-73.73402,Private room,85,2,9,0.23,1,87
14787,Bronx,40.82442,-73.86193,Private room,45,2,6,0.15,1,0
4409,Manhattan,40.77126,-73.95671,Entire home/apt,116,30,1,0.02,29,335
34380,Manhattan,40.7562,-73.96795999999999,Entire home/apt,125,1,35,3.37,1,35
16640,Brooklyn,40.67389,-73.93974,Private room,80,3,1,0.03,1,0
33329,Manhattan,40.8131,-73.94459,Private room,67,1,73,5.82,2,193
9833,Brooklyn,40.68338,-73.92071999999999,Entire home/apt,110,3,125,2.66,1,315
19062,Manhattan,40.74348,-73.99365,Private room,180,1,205,6.07,1,90
35129,Manhattan,40.752159999999996,-73.97171999999999,Entire home/apt,300,1,2,0.2,1,0
27564,Brooklyn,40.61097,-73.9983,Private room,78,1,21,1.52,1,30
6256,Brooklyn,40.7249,-73.94528000000001,Private room,75,8,6,0.14,1,0
25647,Manhattan,40.73514,-74.00647,Entire home/apt,190,3,2,0.09,1,0
2337,Manhattan,40.74119,-74.00234,Entire home/apt,175,3,19,0.25,1,194
8313,Queens,40.75405,-73.93717,Private room,60,7,1,0.02,1,0
81,Manhattan,40.82915,-73.95136,Entire home/apt,110,31,54,0.49,1,209
14012,Brooklyn,40.67755,-73.95108,Entire home/apt,100,4,8,0.19,1,0
17228,Brooklyn,40.652570000000004,-73.96259,Private room,60,2,44,1.33,1,1
9102,Manhattan,40.78567,-73.97665,Private room,150,1,7,0.14,1,0
16355,Brooklyn,40.71233,-73.94806,Entire home/apt,200,1,6,0.16,1,0
35189,Manhattan,40.800979999999996,-73.96025,Private room,99,1,45,4.44,1,0
4483,Manhattan,40.78087,-73.97811999999999,Entire home/apt,120,1,1,0.02,1,0
5930,Brooklyn,40.6933,-73.94976,Entire home/apt,85,1,84,1.46,1,286
20017,Manhattan,40.75976,-73.97178000000001,Private room,90,1,6,0.19,1,0
19054,Brooklyn,40.67293,-73.89548,Entire home/apt,135,30,68,2.01,2,247
43495,Brooklyn,40.72633,-73.95859,Private room,55,1,21,7.33,2,47
14125,Manhattan,40.81195,-73.95274,Private room,150,1,17,0.43,1,363
36433,Brooklyn,40.694759999999995,-73.94821,Private room,82,6,8,0.88,3,48
25836,Brooklyn,40.69455,-73.92715,Private room,59,1,3,0.13,1,0
1409,Brooklyn,40.71382,-73.94164,Private room,85,2,14,0.19,1,0
9010,Manhattan,40.76441,-73.99245,Entire home/apt,269,7,31,0.66,3,11
19101,Manhattan,40.74385,-73.97827,Private room,89,3,3,0.09,1,0
26081,Queens,40.6622,-73.73135,Private room,58,1,45,2.02,2,84
42985,Queens,40.77069,-73.87286,Private room,55,1,27,8.44,5,171
46359,Queens,40.687940000000005,-73.85566,Private room,45,1,4,4.0,1,3
34945,Queens,40.67563,-73.74713,Entire home/apt,175,2,6,0.97,2,317
31579,Queens,40.70389,-73.75782,Private room,50,3,58,4.69,3,358
7854,Brooklyn,40.68569,-73.94358000000001,Entire home/apt,139,2,119,2.31,2,175
29015,Brooklyn,40.68116,-73.90502,Private room,49,1,26,1.41,3,115
18477,Brooklyn,40.69834,-73.92755,Entire home/apt,125,1,19,0.55,1,281
11258,Manhattan,40.80093,-73.96308,Private room,110,1,2,0.07,1,0
22354,Brooklyn,40.69424,-73.9385,Entire home/apt,300,2,95,3.51,2,229
5827,Manhattan,40.70948,-74.00654,Private room,98,7,23,0.55,1,116
16041,Manhattan,40.78116,-73.98104000000001,Entire home/apt,175,1,11,0.33,2,0
207,Bronx,40.83075,-73.93058,Private room,45,1,138,1.45,3,323
3937,Manhattan,40.8049,-73.96315,Entire home/apt,60,14,12,0.19,1,0
32603,Queens,40.74286,-73.89163,Private room,50,1,57,4.37,2,295
14927,Brooklyn,40.697959999999995,-73.98268,Private room,50,1,3,0.07,2,0
12783,Brooklyn,40.67735,-73.94468,Entire home/apt,100,3,1,0.05,2,0
15286,Manhattan,40.71877,-73.98913,Entire home/apt,85,5,4,0.11,1,282
33339,Brooklyn,40.69825,-73.93725,Private room,46,7,3,0.25,1,0
44234,Brooklyn,40.67114,-73.94921,Entire home/apt,99,3,1,0.57,1,1
34475,Brooklyn,40.71133,-73.96806,Entire home/apt,250,4,4,0.38,1,0
32753,Brooklyn,40.63961,-73.93281,Entire home/apt,125,2,56,4.22,2,332
667,Brooklyn,40.6623,-73.99049000000001,Entire home/apt,96,120,13,0.14,1,204
26721,Manhattan,40.80305,-73.95766,Private room,50,5,8,0.39,1,188
33035,Brooklyn,40.68642,-73.90734,Private room,70,3,21,1.78,1,33
40918,Brooklyn,40.6615,-73.95307,Entire home/apt,126,3,23,4.51,1,6
6127,Manhattan,40.80743,-73.94256,Private room,71,3,211,3.72,1,6
43603,Queens,40.70655,-73.80842,Private room,50,1,10,3.37,9,357
8458,Manhattan,40.764,-73.9587,Entire home/apt,135,3,11,0.22,1,0
2754,Manhattan,40.72822,-74.00429,Private room,80,3,51,0.79,3,276
3962,Brooklyn,40.68727,-74.00352,Entire home/apt,107,30,35,0.55,1,18
45015,Manhattan,40.76097,-73.98181,Private room,100,1,2,2.0,7,0
33053,Manhattan,40.81217,-73.94406,Private room,52,30,2,0.19,103,214
138,Brooklyn,40.682959999999994,-73.93661999999999,Entire home/apt,125,3,227,2.09,2,163
8587,Brooklyn,40.660579999999996,-73.95825,Entire home/apt,130,4,2,0.04,2,0
43647,Queens,40.76829,-73.92625,Entire home/apt,125,1,14,4.72,1,328
28682,Manhattan,40.745870000000004,-73.99889,Entire home/apt,229,3,2,0.11,1,206
14947,Manhattan,40.86087,-73.92724,Private room,65,3,36,0.9,1,249
42280,Manhattan,40.76494,-73.95808000000001,Entire home/apt,225,2,4,1.24,1,1
6845,Brooklyn,40.67308,-73.99333,Entire home/apt,262,2,166,3.06,1,0
8971,Brooklyn,40.72253,-73.94733000000001,Private room,110,1,1,0.02,1,0
42141,Manhattan,40.74123,-73.98058,Private room,94,1,23,5.9,3,55
17476,Queens,40.74988,-73.82884,Private room,60,7,82,2.34,12,152
27170,Brooklyn,40.67592,-73.94792,Entire home/apt,100,2,3,0.15,1,0
24704,Bronx,40.82164,-73.90163000000001,Private room,65,3,2,0.11,1,0
33879,Brooklyn,40.716120000000004,-73.94468,Entire home/apt,115,6,1,0.09,1,0
46764,Brooklyn,40.70155,-73.92628,Entire home/apt,125,2,2,2.0,1,7
41457,Manhattan,40.707570000000004,-74.01111,Entire home/apt,188,2,4,1.08,327,298
48331,Manhattan,40.80041,-73.94615,Private room,59,1,1,1.0,1,42
17523,Brooklyn,40.69037,-73.98206,Entire home/apt,202,30,1,0.04,87,365
20145,Brooklyn,40.68987,-73.96095,Private room,49,5,16,0.53,1,0
37482,Brooklyn,40.69405,-73.94411,Private room,60,2,11,1.38,1,0
34749,Brooklyn,40.69473,-73.96165,Private room,90,30,1,0.23,6,281
35676,Brooklyn,40.68616,-73.97206,Entire home/apt,115,2,4,0.44,1,95
3237,Brooklyn,40.71674,-73.95262,Private room,80,10,5,0.07,1,0
41473,Manhattan,40.70628,-74.01213,Entire home/apt,212,2,3,0.74,327,293
40804,Brooklyn,40.64159,-73.9796,Entire home/apt,90,2,9,1.75,1,0
43232,Queens,40.70622,-73.90641,Private room,50,1,13,4.53,2,5
21475,Manhattan,40.725840000000005,-73.9894,Private room,78,1,38,1.3,2,138
12729,Brooklyn,40.72484,-73.9472,Entire home/apt,100,6,1,0.02,1,0
23762,Brooklyn,40.72591,-73.94826,Private room,77,2,15,0.64,1,12
20931,Brooklyn,40.716609999999996,-73.9551,Private room,60,2,27,1.02,2,0
1223,Queens,40.72719,-73.86166,Entire home/apt,69,5,5,0.1,1,4
30554,Queens,40.77462,-73.91020999999999,Private room,70,2,6,0.38,1,0
5908,Manhattan,40.77254,-73.96193000000001,Entire home/apt,100,2,58,1.02,1,9
2035,Manhattan,40.79626,-73.96145,Entire home/apt,170,7,28,0.37,1,333
26613,Manhattan,40.76616,-73.98441,Private room,125,1,39,1.83,1,0
45546,Manhattan,40.76047,-73.99202,Entire home/apt,199,7,6,3.46,1,102
25813,Manhattan,40.7459,-73.99866999999999,Private room,165,3,4,0.18,2,0
28241,Brooklyn,40.725390000000004,-73.95473,Entire home/apt,120,7,1,0.05,1,0
2929,Brooklyn,40.667590000000004,-73.88584,Private room,62,3,52,0.74,8,361
30520,Brooklyn,40.68235,-73.96128,Entire home/apt,200,30,6,0.41,1,266
35952,Manhattan,40.74844,-73.97344,Private room,120,1,36,3.79,2,180
13734,Brooklyn,40.68545,-73.96048,Entire home/apt,200,3,22,0.54,1,363
26719,Brooklyn,40.672340000000005,-73.914,Private room,75,1,34,1.62,1,35
20687,Manhattan,40.804759999999995,-73.94074,Shared room,89,1,2,0.19,1,88
902,Manhattan,40.75023,-73.98293000000001,Entire home/apt,299,10,19,0.27,1,101
5820,Brooklyn,40.694959999999995,-73.93949,Private room,70,1,110,1.96,1,323
42678,Manhattan,40.82734,-73.94718,Entire home/apt,85,4,3,1.13,1,6
2746,Brooklyn,40.6862,-73.97184,Entire home/apt,150,3,17,0.43,1,0
1089,Manhattan,40.72917,-73.98810999999999,Entire home/apt,210,1,178,2.06,1,0
597,Brooklyn,40.68999,-73.96710999999999,Private room,239,1,164,1.73,11,356
2308,Queens,40.771029999999996,-73.89461,Private room,73,1,6,0.13,1,363
25247,Brooklyn,40.68115,-73.90999000000001,Private room,60,5,11,0.49,1,0
36853,Manhattan,40.79325,-73.97237,Entire home/apt,325,1,16,1.95,1,7
16239,Brooklyn,40.686,-73.98579000000001,Entire home/apt,125,3,1,0.03,1,0
28176,Manhattan,40.763329999999996,-73.98905,Private room,100,2,5,0.26,1,0
26461,Manhattan,40.77478,-73.97986,Entire home/apt,125,30,5,0.26,1,0
15931,Brooklyn,40.7155,-73.96188000000001,Private room,150,1,6,0.16,3,364
1450,Brooklyn,40.671890000000005,-73.93499,Entire home/apt,90,7,2,0.03,1,0
3324,Brooklyn,40.67468,-73.94184,Entire home/apt,150,2,43,0.64,1,285
16085,Manhattan,40.7205,-73.98315,Entire home/apt,135,2,16,0.44,1,0
26195,Brooklyn,40.689890000000005,-73.93746999999999,Private room,60,1,21,0.95,2,82
31037,Manhattan,40.74648,-74.00265999999999,Private room,89,30,30,2.73,1,105
11327,Manhattan,40.81057,-73.94565,Entire home/apt,95,2,3,0.11,1,6
19010,Manhattan,40.76133,-73.99744,Entire home/apt,250,3,1,0.03,1,158
32215,Brooklyn,40.6509,-73.96266,Private room,95,1,9,0.73,1,0
21438,Manhattan,40.80999,-73.93946,Entire home/apt,115,3,86,2.99,2,85
36832,Manhattan,40.71751,-73.99849,Entire home/apt,230,2,9,1.04,1,360
25213,Manhattan,40.72698,-73.98649,Entire home/apt,154,3,2,0.09,1,0
