,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
27310,Queens,40.76425,-73.90981,Private room,110,1,0,310
27328,Queens,40.70826,-74.00475,Entire home/apt,110,29,0,343
27331,Queens,40.70863,-74.00541,Entire home/apt,110,29,0,357
27390,Queens,40.76494,-73.98983,Private room,110,2,3.46,83
27427,Queens,40.74713,-73.98489,Private room,110,3,1.36,12
27724,Queens,40.68991,-73.95345,Entire home/apt,110,3,0,18
27989,Queens,40.67753,-73.99084,Entire home/apt,110,30,1,1
28067,Queens,40.72612,-73.98946,Private room,110,3,0,12
28087,Queens,40.75746,-73.83069,Private room,110,1,0,358
28097,Queens,40.68005,-73.94661,Entire home/apt,110,3,2.65,227
28161,Queens,40.74283,-73.88899,Private room,110,2,0,179
28210,Queens,40.62903,-73.89762,Private room,110,1,4,365
28438,Queens,40.80474,-73.94118,Entire home/apt,110,3,3,3
28490,Queens,40.64746,-73.90848,Entire home/apt,110,2,2,87
28863,Queens,40.70126,-73.90292,Entire home/apt,110,20,0,161
28974,Queens,40.72685,-73.94433,Entire home/apt,110,30,0,104
29309,Queens,40.76049,-73.9288,Entire home/apt,110,2,2,21
29371,Queens,40.76215,-73.91973,Shared room,110,1,1,21
29526,Queens,40.80245,-73.9583,Private room,110,1,1,157
29589,Queens,40.71422,-73.95697,Entire home/apt,110,2,0,30
29622,Queens,40.64078,-73.90575,Entire home/apt,110,2,1,360
29786,Queens,40.76769,-73.99129,Private room,110,30,0,105
29864,Queens,40.71483,-73.95243,Entire home/apt,110,5,0,303
29990,Queens,40.68605,-73.92436,Entire home/apt,110,2,0,182
30085,Queens,40.69953,-73.92154,Entire home/apt,110,1,1,353
1963,Brooklyn,40.76723,-73.9551,Private room,111,2,1.1,259
2596,Brooklyn,40.68922,-73.94626,Entire home/apt,111,3,1.65,261
2958,Brooklyn,40.80005,-73.95212,Private room,111,3,1.65,317
3680,Brooklyn,40.73118,-73.98794,Entire home/apt,111,3,0.88,198
7859,Brooklyn,40.71279,-73.99445,Entire home/apt,111,1,1.17,4
9079,Brooklyn,40.68463,-73.90729,Entire home/apt,111,2,2.06,170
10080,Brooklyn,40.63725,-73.97345,Private room,111,1,2.28,156
12939,Brooklyn,40.76122,-73.99129,Private room,111,1,5.86,51
13589,Manhattan,40.75918,-73.82922,Entire home/apt,111,3,0.99,96
13723,Manhattan,40.72408,-73.99381,Private room,111,1,2.39,56
14350,Manhattan,40.81272,-73.9517,Entire home/apt,111,7,0.28,8
15104,Manhattan,40.74979,-73.97551,Entire home/apt,111,30,0.32,317
15256,Manhattan,40.69336,-73.95171,Entire home/apt,111,6,0.18,43
17449,Manhattan,40.78175,-73.94797,Private room,111,1,0.76,62
18334,Manhattan,40.66636,-73.99052,Entire home/apt,111,2,0.58,12
18788,Manhattan,40.79917,-73.93716,Private room,111,3,0.88,3
21464,Manhattan,40.74957,-73.97683,Entire home/apt,111,30,1,332
21466,Manhattan,40.74839,-73.97556,Entire home/apt,111,30,0,365
23058,Manhattan,40.72943,-73.98443,Entire home/apt,111,4,0.8,37
25145,Manhattan,40.7852,-73.9714,Private room,111,2,2.58,344
26155,Queens,40.64722,-73.9736,Entire home/apt,111,14,0,21
26175,Queens,40.71167,-73.81812,Entire home/apt,111,1,3.7,223
27867,Queens,40.78012,-73.95079,Entire home/apt,111,2,3.33,12
29042,Queens,40.69691,-73.98237,Private room,111,2,2,6
2016,Brooklyn,40.76391,-73.99225,Private room,112,1,5.4,71
2614,Brooklyn,40.81562,-73.94426,Entire home/apt,112,3,0.34,313
2636,Brooklyn,40.68631,-73.93993,Entire home/apt,112,4,2.21,248
2669,Brooklyn,40.72959,-73.98112,Entire home/apt,112,30,0.34,244
2748,Brooklyn,40.83358,-73.94462,Private room,112,2,1.44,179
3855,Brooklyn,40.76845,-73.9832,Private room,112,3,2.92,230
4154,Brooklyn,40.77345,-73.95848,Private room,112,10,0.78,157
4762,Brooklyn,40.7583,-73.87679,Entire home/apt,112,2,0.35,338
7508,Brooklyn,40.68647,-73.92849,Entire home/apt,112,2,4.11,291
7917,Brooklyn,40.73708,-73.95454,Entire home/apt,112,10,0.28,21
8157,Brooklyn,40.74775,-73.97702,Private room,112,3,0.61,18
15072,Manhattan,40.68669,-73.99909,Entire home/apt,112,1,3.33,151
15610,Manhattan,40.74107,-73.988,Private room,112,4,0.9,1
15884,Manhattan,40.68221,-73.92614,Entire home/apt,112,3,2.63,29
16451,Manhattan,40.69372,-73.9485,Entire home/apt,112,3,4.62,219
16581,Manhattan,40.72549,-73.95574,Private room,112,1,4.74,27
16638,Manhattan,40.77705,-73.98118,Private room,112,2,5.63,6
17018,Manhattan,40.79714,-73.93685,Entire home/apt,112,1,4.78,16
17695,Manhattan,40.66391,-73.95618,Entire home/apt,112,2,0.29,364
17738,Manhattan,40.80715,-73.95301,Private room,112,2,2.59,340
18597,Manhattan,40.80765,-73.95484,Entire home/apt,112,3,0.37,24
18935,Manhattan,40.81915,-73.9425,Entire home/apt,112,4,1.04,89
21542,Manhattan,40.68665,-73.97183,Private room,112,5,0.37,12
22076,Manhattan,40.80466,-73.95635,Entire home/apt,112,3,3.31,16
22865,Manhattan,40.69038,-73.95953,Private room,112,1,5.09,84
24172,Manhattan,40.8242,-73.95106,Entire home/apt,112,30,0,365
24798,Manhattan,40.77872,-73.98435,Entire home/apt,112,30,0,52
26615,Queens,40.76215,-73.99589,Private room,112,2,3.39,1
273,Bronx,40.80892,-73.93985,Entire home/apt,113,14,0.27,253
1096,Brooklyn,40.78754,-73.96989,Private room,113,1,1.12,2
1449,Brooklyn,40.73746,-74.00686,Entire home/apt,113,3,0.95,343
2984,Brooklyn,40.73362,-73.9892,Private room,113,2,4.05,41
3332,Brooklyn,40.68537,-73.95693,Entire home/apt,113,4,0.63,191
3405,Brooklyn,40.5903,-73.8143,Private room,113,2,0.74,365
3598,Brooklyn,40.76904,-73.98494,Entire home/apt,113,30,0.13,258
6780,Brooklyn,40.68996,-73.92046,Entire home/apt,113,7,0.94,355
6976,Brooklyn,40.68076,-73.93996,Entire home/apt,113,3,4.02,63
7160,Brooklyn,40.69267,-73.99793,Entire home/apt,113,5,1.99,44
8905,Brooklyn,40.75888,-73.98467,Private room,113,2,0.39,197
9192,Brooklyn,40.69121,-73.92529,Entire home/apt,113,2,4.71,167
9497,Brooklyn,40.70812,-73.94003,Private room,113,3,0.78,37
9743,Brooklyn,40.69951,-73.91641,Entire home/apt,113,30,0.18,365
10421,Brooklyn,40.70551,-74.00735,Private room,113,3,4.21,12
12254,Brooklyn,40.78773,-73.97022,Entire home/apt,113,30,0,69
12371,Brooklyn,40.60658,-73.99738,Entire home/apt,113,3,2.8,99
12462,Brooklyn,40.79031,-73.94688,Private room,113,1,0.48,90
13657,Manhattan,40.66257,-73.76514,Entire home/apt,113,2,2.5,297
15940,Manhattan,40.77113,-73.90459,Entire home/apt,113,2,3.26,41
16987,Manhattan,40.68057,-73.95249,Entire home/apt,113,3,0.46,1
17092,Manhattan,40.78818,-73.97057,Entire home/apt,113,30,0,315
18298,Manhattan,40.7904,-73.94785,Private room,113,2,5.13,1
18733,Manhattan,40.60569,-73.99823,Entire home/apt,113,3,2.22,96
21198,Manhattan,40.76243,-73.93044,Entire home/apt,113,25,0,177
22665,Manhattan,40.6065,-73.99917,Entire home/apt,113,3,2.07,118
23580,Manhattan,40.72845,-73.98158,Entire home/apt,113,1,3.85,96
24484,Manhattan,40.80226,-73.95211,Entire home/apt,113,2,0.84,35
25461,Manhattan,40.68395,-73.92998,Entire home/apt,113,5,2.55,101
26739,Queens,40.77984,-73.95231,Entire home/apt,113,30,0,192
4789,Brooklyn,40.65854,-73.95071,Entire home/apt,114,2,1.57,160
6626,Brooklyn,40.72484,-73.84505,Entire home/apt,114,4,1.69,350
10442,Brooklyn,40.77372,-73.95418,Private room,114,1,1.28,324
12762,Brooklyn,40.70997,-73.94902,Private room,114,2,1.82,114
12968,Manhattan,40.66912,-73.94337,Entire home/apt,114,1,3.02,140
13448,Manhattan,40.68541,-73.96188,Entire home/apt,114,12,1.19,13
13869,Manhattan,40.75684,-73.99465,Private room,114,1,6.23,67
14202,Manhattan,40.82276,-73.92682,Entire home/apt,114,2,3.88,283
20359,Manhattan,40.72449,-73.98384,Entire home/apt,114,14,0,19
21145,Manhattan,40.70202,-73.89044,Entire home/apt,114,3,1.53,3
21451,Manhattan,40.70701,-74.0151,Entire home/apt,114,1,0.79,11
22541,Manhattan,40.63168,-73.90895,Entire home/apt,114,2,4.38,68
23105,Manhattan,40.75085,-73.7854,Entire home/apt,114,2,3.23,359
23114,Manhattan,40.79554,-73.94835,Private room,114,3,2.23,50
27441,Queens,40.63993,-73.902,Entire home/apt,114,4,2.79,284
28208,Queens,40.82128,-73.93909,Entire home/apt,114,1,2,104
119,Bronx,40.73442,-74.00303,Entire home/apt,115,29,0.25,12
127,Bronx,40.68281,-73.93524,Entire home/apt,115,3,1.72,170
136,Bronx,40.6741,-73.96595,Entire home/apt,115,15,0.05,269
235,Bronx,40.77956,-73.98098,Entire home/apt,115,2,2.1,261
275,Bronx,40.77635,-73.93426,Entire home/apt,115,2,2.01,257
402,Bronx,40.71473,-73.98842,Private room,115,3,0.04,337
542,Bronx,40.7146,-73.991,Private room,115,4,1.63,323
697,Bronx,40.83456,-73.9457,Entire home/apt,115,3,0.21,31
714,Bronx,40.63602,-73.94607,Entire home/apt,115,3,0.72,333
715,Bronx,40.63759,-73.9459,Entire home/apt,115,3,0.58,327
924,Brooklyn,40.82749,-73.9382,Private room,115,7,0.09,178
993,Brooklyn,40.67859,-73.99444,Entire home/apt,115,4,0.72,15
1028,Brooklyn,40.69945,-73.92148,Entire home/apt,115,3,0.65,3
1250,Brooklyn,40.71203,-73.95993,Private room,115,2,1.18,258
1302,Brooklyn,40.82536,-73.94923,Entire home/apt,115,3,2.32,237
1307,Brooklyn,40.68015,-73.978,Private room,115,2,0.36,89
1445,Brooklyn,40.65307,-73.95781,Entire home/apt,115,2,0.25,282
1536,Brooklyn,40.7099,-73.91509,Entire home/apt,115,2,0.96,314
1727,Brooklyn,40.71446,-73.98833,Private room,115,3,0.48,339
1743,Brooklyn,40.74658,-73.98847,Entire home/apt,115,2,0.95,120
1875,Brooklyn,40.68846,-73.97567,Private room,115,2,2.67,288
2085,Brooklyn,40.66751,-73.95867,Entire home/apt,115,2,1.7,39
2156,Brooklyn,40.66623,-73.98217,Entire home/apt,115,3,2.62,163
2201,Brooklyn,40.71251,-73.947,Private room,115,3,2.08,277
2227,Brooklyn,40.67629,-73.97654,Private room,115,3,3.16,256
2237,Brooklyn,40.68972,-73.93073,Entire home/apt,115,2,3.58,106
2478,Brooklyn,40.63524,-73.96602,Entire home/apt,115,30,0.07,47
2488,Brooklyn,40.86317,-73.92873,Entire home/apt,115,1,1.81,93
2497,Brooklyn,40.81639,-73.94085,Entire home/apt,115,7,0.89,125
2703,Brooklyn,40.7916,-73.94686,Private room,115,3,3.69,55
2742,Brooklyn,40.71962,-73.99178,Private room,115,2,2.3,276
2832,Brooklyn,40.68647,-73.98595,Entire home/apt,115,3,0.94,188
3009,Brooklyn,40.85504,-73.93648,Entire home/apt,115,7,0.3,4
3037,Brooklyn,40.65262,-73.94867,Entire home/apt,115,30,0.7,78
3053,Brooklyn,40.76132,-73.96612,Entire home/apt,115,30,0,342
3061,Brooklyn,40.72118,-73.99682,Private room,115,2,0.29,332
3273,Brooklyn,40.81511,-73.94315,Entire home/apt,115,3,1.05,211
3404,Brooklyn,40.76073,-73.99215,Entire home/apt,115,30,0.06,342
3463,Brooklyn,40.71623,-73.96415,Private room,115,1,1.31,8
3492,Brooklyn,40.81022,-73.94266,Shared room,115,1,0.27,365
3540,Brooklyn,40.72917,-73.99974,Private room,115,25,1.27,31
3557,Brooklyn,40.6847,-73.94523,Entire home/apt,115,2,1.02,337
3627,Brooklyn,40.67042,-73.95608,Entire home/apt,115,2,1.3,283
3650,Brooklyn,40.68084,-73.94779,Entire home/apt,115,2,4.43,285
3765,Brooklyn,40.74411,-74.00204,Entire home/apt,115,3,0.57,11
3783,Brooklyn,40.6805,-73.93775,Entire home/apt,115,3,2.27,241
3936,Brooklyn,40.7322,-74.00423,Entire home/apt,115,30,0.13,251
3948,Brooklyn,40.78802,-73.95026,Entire home/apt,115,4,1.2,10
3985,Brooklyn,40.81071,-73.94433,Entire home/apt,115,2,1.51,50
4019,Brooklyn,40.64687,-73.98182,Entire home/apt,115,7,0.11,183
4120,Brooklyn,40.69084,-73.93079,Entire home/apt,115,2,4.07,108
4462,Brooklyn,40.67404,-74.01021,Entire home/apt,115,5,0.95,8
4467,Brooklyn,40.75587,-73.96856,Entire home/apt,115,30,0,281
4477,Brooklyn,40.79643,-73.93543,Entire home/apt,115,3,0.15,183
4479,Brooklyn,40.82774,-73.95181,Private room,115,1,1.13,6
4519,Brooklyn,40.80177,-73.9571,Entire home/apt,115,8,0.18,111
4603,Brooklyn,40.76181,-73.96127,Entire home/apt,115,30,0.35,311
4937,Brooklyn,40.74898,-73.88638,Entire home/apt,115,1,1.03,78
5019,Brooklyn,40.71494,-73.95472,Private room,115,3,2.8,18
5105,Brooklyn,40.88241,-73.83422,Entire home/apt,115,1,0.18,364
5123,Brooklyn,40.72644,-73.97866,Private room,115,2,4.94,69
5160,Brooklyn,40.81698,-73.95259,Entire home/apt,115,3,1.43,4
5280,Brooklyn,40.68542,-73.98916,Entire home/apt,115,4,0.64,18
5397,Brooklyn,40.76216,-73.96195,Entire home/apt,115,30,0.26,331
5408,Brooklyn,40.7818,-73.98483,Entire home/apt,115,30,0.19,325
5614,Brooklyn,40.6608,-73.95888,Entire home/apt,115,3,1.37,127
5889,Brooklyn,40.76769,-73.95236,Entire home/apt,115,30,0.27,239
5983,Brooklyn,40.68326,-73.99327,Entire home/apt,115,3,0.58,166
6168,Brooklyn,40.75731,-73.98435,Private room,115,4,2.71,29
6192,Brooklyn,40.77127,-73.95175,Private room,115,7,1.97,23
6220,Brooklyn,40.75679,-73.99547,Entire home/apt,115,30,0.41,37
6253,Brooklyn,40.7569,-73.96408,Entire home/apt,115,30,0.03,341
6295,Brooklyn,40.68363,-73.94142,Entire home/apt,115,5,0.7,347
6310,Brooklyn,40.67381,-73.96496,Private room,115,2,0.92,362
6455,Brooklyn,40.68984,-73.92703,Entire home/apt,115,1,2.92,241
6635,Brooklyn,40.69979,-73.92261,Entire home/apt,115,4,3,71
6733,Brooklyn,40.70831,-73.92095,Entire home/apt,115,2,0.27,1
6759,Brooklyn,40.73419,-73.95905,Private room,115,5,0.56,179
6815,Brooklyn,40.69227,-73.95187,Entire home/apt,115,2,3.38,89
6918,Brooklyn,40.71821,-73.94116,Private room,115,2,0,121
6994,Brooklyn,40.74711,-73.97694,Entire home/apt,115,30,0.14,179
7010,Brooklyn,40.73652,-73.98458,Private room,115,4,0,249
7012,Brooklyn,40.72515,-73.99919,Entire home/apt,115,28,0.31,77
7047,Brooklyn,40.63066,-73.96496,Private room,115,2,0.13,358
7197,Brooklyn,40.71892,-73.95616,Private room,115,3,0.69,56
7210,Brooklyn,40.80985,-73.93838,Entire home/apt,115,3,2.85,157
7226,Brooklyn,40.71632,-73.88297,Entire home/apt,115,4,0.14,314
7560,Brooklyn,40.66258,-73.95205,Entire home/apt,115,2,1.11,126
7562,Brooklyn,40.70024,-73.92055,Entire home/apt,115,3,0.89,20
7635,Brooklyn,40.6876,-73.97083,Private room,115,28,1.05,3
7865,Brooklyn,40.79073,-73.94669,Entire home/apt,115,2,0.48,3
8041,Brooklyn,40.76192,-73.98817,Entire home/apt,115,2,4.06,1
8163,Brooklyn,40.76313,-73.99482,Entire home/apt,115,30,0.12,65
8175,Brooklyn,40.75754,-73.96943,Entire home/apt,115,30,0,343
8220,Brooklyn,40.80121,-73.96277,Entire home/apt,115,10,0.09,4
8296,Brooklyn,40.76517,-73.99331,Entire home/apt,115,30,0.17,331
8453,Brooklyn,40.69893,-73.92624,Entire home/apt,115,5,1.47,105
8486,Brooklyn,40.76283,-73.99331,Private room,115,2,0.8,3
8500,Brooklyn,40.61567,-73.95488,Entire home/apt,115,1,2,81
8560,Brooklyn,40.65466,-73.9218,Entire home/apt,115,4,2.44,282
8652,Brooklyn,40.81635,-73.94467,Entire home/apt,115,4,3.21,45
8685,Brooklyn,40.68017,-73.89031,Private room,115,3,0.09,82
8718,Brooklyn,40.72948,-73.99986,Private room,115,3,0.59,15
8725,Brooklyn,40.75004,-73.97089,Entire home/apt,115,30,0.14,289
8787,Brooklyn,40.65727,-73.9601,Entire home/apt,115,1,6.23,294
8907,Brooklyn,40.68861,-73.94109,Entire home/apt,115,1,9.61,137
8914,Brooklyn,40.76963,-73.93041,Entire home/apt,115,2,1.77,89
8952,Brooklyn,40.69297,-73.95952,Entire home/apt,115,7,0.4,14
9101,Brooklyn,40.75601,-73.96625,Entire home/apt,115,8,0.69,196
9155,Brooklyn,40.70796,-73.80117,Entire home/apt,115,2,0.91,265
9198,Brooklyn,40.72915,-74.00106,Private room,115,5,1.84,157
9283,Brooklyn,40.69486,-73.94525,Entire home/apt,115,1,3.78,255
9646,Brooklyn,40.74653,-73.9739,Private room,115,1,0.44,7
9690,Brooklyn,40.7579,-73.93052,Entire home/apt,115,2,0.15,66
9874,Brooklyn,40.80088,-73.96194,Private room,115,2,2.55,275
10132,Brooklyn,40.74075,-73.92619,Entire home/apt,115,3,4.43,3
10226,Brooklyn,40.73726,-73.97932,Private room,115,3,1.94,137
10228,Brooklyn,40.74771,-73.98873,Private room,115,1,0.08,88
10305,Brooklyn,40.71828,-73.99761,Entire home/apt,115,30,0.12,35
10542,Brooklyn,40.68322,-73.93073,Entire home/apt,115,5,1.53,91
10679,Brooklyn,40.7396,-73.92324,Private room,115,2,0.78,19
10706,Brooklyn,40.80743,-73.92971,Entire home/apt,115,5,0.23,7
10732,Brooklyn,40.67706,-74.01133,Entire home/apt,115,2,5.04,275
10740,Brooklyn,40.74324,-73.99586,Private room,115,1,0.34,172
10818,Brooklyn,40.61535,-73.95351,Entire home/apt,115,2,2.9,68
10819,Brooklyn,40.8012,-73.95589,Private room,115,2,0.94,363
11049,Brooklyn,40.57575,-73.98465,Entire home/apt,115,2,2.23,140
11066,Brooklyn,40.80999,-73.93946,Entire home/apt,115,3,2.99,85
11277,Brooklyn,40.74896,-73.98277,Entire home/apt,115,30,0.31,203
11423,Brooklyn,40.62241,-74.02863,Entire home/apt,115,4,0.48,295
11447,Brooklyn,40.80617,-73.9415,Entire home/apt,115,1,5.78,156
11452,Brooklyn,40.80623,-73.94047,Entire home/apt,115,1,4.81,1
11474,Brooklyn,40.76138,-73.9598,Entire home/apt,115,30,0.05,336
11536,Brooklyn,40.7729,-73.95738,Entire home/apt,115,2,3.67,91
11646,Brooklyn,40.76476,-73.99453,Entire home/apt,115,30,0.12,326
11683,Brooklyn,40.75933,-73.82313,Entire home/apt,115,30,0.12,7
11688,Brooklyn,40.66429,-73.9581,Private room,115,7,0.09,95
11699,Brooklyn,40.80965,-73.94696,Private room,115,1,4.77,34
11790,Brooklyn,40.7839,-73.94823,Private room,115,2,1.38,3
11849,Brooklyn,40.66556,-73.88323,Entire home/apt,115,2,4.47,121
12096,Brooklyn,40.62929,-73.90821,Entire home/apt,115,4,0.36,50
12175,Brooklyn,40.76387,-73.9618,Private room,115,2,1.69,38
12209,Brooklyn,40.72257,-73.94544,Entire home/apt,115,30,0.37,183
12234,Brooklyn,40.72902,-73.8474,Entire home/apt,115,30,0.47,66
12246,Brooklyn,40.79632,-73.93387,Entire home/apt,115,3,0.47,7
12326,Brooklyn,40.65013,-73.97863,Entire home/apt,115,3,1.23,3
12341,Brooklyn,40.77226,-73.95983,Private room,115,6,0.5,67
12453,Brooklyn,40.76892,-73.96906,Private room,115,1,3.03,325
12469,Brooklyn,40.7593,-73.82329,Entire home/apt,115,30,0.22,319
12670,Brooklyn,40.65473,-73.96112,Entire home/apt,115,2,0.36,86
12718,Brooklyn,40.80832,-73.95275,Private room,115,2,3.92,129
12952,Manhattan,40.713,-73.98986,Entire home/apt,115,3,2.92,18
13072,Manhattan,40.72835,-73.86108,Entire home/apt,115,1,3.51,343
13090,Manhattan,40.72025,-73.9436,Entire home/apt,115,1,3.93,33
13167,Manhattan,40.64844,-73.96726,Entire home/apt,115,5,0.18,3
13176,Manhattan,40.76609,-73.99396,Shared room,115,1,4.09,7
13184,Manhattan,40.72268,-73.9893,Private room,115,1,7.76,326
13825,Manhattan,40.80762,-73.92454,Entire home/apt,115,2,4.76,130
13848,Manhattan,40.74274,-73.97918,Private room,115,1,7.43,15
13967,Manhattan,40.57641,-74.12931,Entire home/apt,115,2,1.41,71
14039,Manhattan,40.76037,-73.99085,Entire home/apt,115,30,0.1,341
14620,Manhattan,40.69049,-73.96842,Entire home/apt,115,3,0.21,2
14687,Manhattan,40.68173,-73.96703,Entire home/apt,115,15,0.38,5
14737,Manhattan,40.67288,-73.95444,Entire home/apt,115,30,0.25,292
14774,Manhattan,40.80427,-73.9506,Entire home/apt,115,20,0.21,282
14986,Manhattan,40.74729,-73.98957,Private room,115,1,8.68,312
15002,Manhattan,40.72712,-73.98233,Entire home/apt,115,2,1.21,3
15531,Manhattan,40.67697,-73.96317,Entire home/apt,115,3,2.29,13
15540,Manhattan,40.80375,-73.93599,Entire home/apt,115,3,3.98,132
15614,Manhattan,40.79037,-73.9458,Entire home/apt,115,2,0.22,1
15619,Manhattan,40.77029,-73.95526,Entire home/apt,115,4,1.66,16
15745,Manhattan,40.68475,-73.92897,Entire home/apt,115,2,2.41,90
15747,Manhattan,40.84442,-73.94039,Private room,115,6,0.22,90
16318,Manhattan,40.73045,-73.98067,Private room,115,1,2.55,128
16646,Manhattan,40.70133,-73.92074,Private room,115,3,3.14,75
16665,Manhattan,40.71002,-73.90952,Entire home/apt,115,3,0.99,19
16843,Manhattan,40.76025,-73.8221,Entire home/apt,115,30,1,291
17264,Manhattan,40.78703,-73.94741,Entire home/apt,115,4,3.41,38
17287,Manhattan,40.62439,-74.16634,Entire home/apt,115,1,2.67,263
17315,Manhattan,40.85573,-73.93181,Entire home/apt,115,2,1.26,81
17322,Manhattan,40.72092,-74.00018,Private room,115,1,5.8,11
17537,Manhattan,40.8084,-73.92037,Entire home/apt,115,2,3.12,114
17562,Manhattan,40.8018,-73.96264,Private room,115,3,1.5,189
17652,Manhattan,40.68662,-73.95466,Entire home/apt,115,2,0.56,6
17980,Manhattan,40.78246,-73.98314,Entire home/apt,115,30,0,89
18154,Manhattan,40.7601,-73.99166,Private room,115,1,5.25,194
18256,Manhattan,40.71216,-73.95683,Private room,115,2,4.21,322
18286,Manhattan,40.67262,-73.96286,Entire home/apt,115,5,0.19,19
18406,Manhattan,40.77977,-73.95757,Shared room,115,2,3.72,72
18513,Manhattan,40.63813,-74.0929,Private room,115,3,3.8,115
18606,Manhattan,40.75983,-73.99119,Private room,115,1,7.34,230
18806,Manhattan,40.6648,-73.92672,Entire home/apt,115,1,1.42,48
18822,Manhattan,40.76731,-73.76288,Entire home/apt,115,1,0.53,179
18849,Manhattan,40.67166,-73.94674,Entire home/apt,115,3,4.43,249
19078,Manhattan,40.65258,-73.96343,Entire home/apt,115,3,1.23,165
19255,Manhattan,40.76836,-73.91405,Entire home/apt,115,5,2.75,38
19261,Manhattan,40.7441,-73.92153,Entire home/apt,115,2,3.31,169
19400,Manhattan,40.67737,-73.94034,Entire home/apt,115,3,3.49,168
19502,Manhattan,40.80579,-73.95606,Entire home/apt,115,6,0.53,192
19543,Manhattan,40.68616,-73.97206,Entire home/apt,115,2,0.44,95
19777,Manhattan,40.68301,-73.93657,Entire home/apt,115,28,0.32,212
19951,Manhattan,40.71862,-73.99677,Private room,115,5,0.32,67
19985,Manhattan,40.74451,-73.91106,Entire home/apt,115,2,3.72,81
20259,Manhattan,40.72614,-74.00076,Private room,115,1,3.39,1
20373,Manhattan,40.6954,-73.92723,Entire home/apt,115,3,4.4,131
20678,Manhattan,40.68572,-73.99234,Entire home/apt,115,2,1.11,32
20722,Manhattan,40.66108,-73.96153,Entire home/apt,115,2,0.16,219
20893,Manhattan,40.70242,-73.90403,Entire home/apt,115,3,1.88,10
20928,Manhattan,40.68775,-73.92581,Entire home/apt,115,1,11.03,278
21368,Manhattan,40.70815,-74.00513,Private room,115,2,0.55,177
21615,Manhattan,40.72853,-73.98762,Private room,115,2,0.87,23
21743,Manhattan,40.80453,-73.95015,Entire home/apt,115,3,2.6,255
21984,Manhattan,40.68181,-73.91811,Entire home/apt,115,3,3.49,44
21989,Manhattan,40.72658,-73.98803,Private room,115,1,2.83,67
22041,Manhattan,40.76547,-73.98521,Private room,115,1,3.22,33
22083,Manhattan,40.80017,-73.96882,Entire home/apt,115,3,1.34,315
22186,Manhattan,40.72109,-73.95403,Entire home/apt,115,7,0.48,11
22661,Manhattan,40.68908,-73.97309,Entire home/apt,115,2,1,16
22880,Manhattan,40.80456,-73.95033,Entire home/apt,115,3,3.21,116
22978,Manhattan,40.72722,-73.97698,Private room,115,2,2.07,33
23024,Manhattan,40.76765,-73.95892,Entire home/apt,115,3,1.6,19
23080,Manhattan,40.76643,-73.96181,Entire home/apt,115,1,1.55,5
23122,Manhattan,40.7558,-73.99376,Entire home/apt,115,30,0.21,50
23312,Manhattan,40.73636,-73.95538,Entire home/apt,115,30,0,3
23343,Manhattan,40.66763,-73.9919,Entire home/apt,115,1,2,93
23446,Manhattan,40.81132,-73.92037,Entire home/apt,115,3,3.41,228
23458,Manhattan,40.71081,-74.00846,Entire home/apt,115,30,0.24,4
23501,Manhattan,40.76595,-73.90829,Entire home/apt,115,1,5.81,85
23542,Manhattan,40.7372,-73.95299,Private room,115,1,5.33,345
23622,Manhattan,40.76467,-73.98277,Entire home/apt,115,30,0,362
23653,Manhattan,40.74774,-73.88653,Entire home/apt,115,2,0.84,6
23662,Manhattan,40.71515,-73.88392,Entire home/apt,115,4,0.44,314
23712,Manhattan,40.75584,-73.80618,Entire home/apt,115,2,3.91,44
23764,Manhattan,40.73957,-73.98006,Private room,115,4,0,22
24010,Manhattan,40.7084,-73.94488,Private room,115,1,0.61,89
24069,Manhattan,40.76282,-73.98236,Private room,115,1,5.79,94
24242,Manhattan,40.73643,-73.91886,Entire home/apt,115,2,4.36,34
24299,Manhattan,40.75978,-73.99183,Private room,115,1,3.75,217
24410,Manhattan,40.72844,-73.98296,Entire home/apt,115,3,0.25,5
24559,Manhattan,40.75676,-73.91334,Private room,115,1,1.05,90
24626,Manhattan,40.74138,-73.98168,Private room,115,1,6.63,37
24749,Manhattan,40.67425,-73.82231,Entire home/apt,115,1,5.95,66
24752,Manhattan,40.69444,-73.9669,Entire home/apt,115,2,1.29,46
24763,Manhattan,40.77726,-73.90689,Private room,115,1,2.26,304
25349,Manhattan,40.68171,-73.92858,Entire home/apt,115,1,6.55,74
25388,Manhattan,40.75744,-73.91839,Entire home/apt,115,30,0.77,311
25475,Manhattan,40.6105,-74.09132,Entire home/apt,115,1,1,339
25513,Manhattan,40.74679,-74.00263,Private room,115,1,1.11,113
25747,Manhattan,40.7684,-73.92066,Entire home/apt,115,3,0.42,188
25789,Manhattan,40.80143,-73.91353,Entire home/apt,115,2,4.46,6
25793,Manhattan,40.80273,-73.91519,Entire home/apt,115,4,3.97,124
25803,Manhattan,40.75908,-73.80845,Entire home/apt,115,3,2,360
26522,Queens,40.57568,-74.09522,Entire home/apt,115,2,2,231
26720,Queens,40.80625,-73.94694,Private room,115,3,0,365
26779,Queens,40.72159,-74.00022,Private room,115,7,1,59
26854,Queens,40.8212,-73.95479,Entire home/apt,115,6,3,279
27024,Queens,40.69091,-73.94514,Entire home/apt,115,30,2.35,133
